0079cd71769ff765	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
05f3385b524f1c1c	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
0b059ed7cf55ab1d	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
10a5cea6162cf39e	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
1261b230914353e5	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
1480770a83a63432	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
1d05f3f5a45b9776	NAO_SEI		ARPAV zona 20: tempo + indice de fienagione, sem cultura nomeada
24e4693c261b30d7	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
252ba5cbd90c52fe	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
28d46da9430796a6	NO		boletim agrometeorologico regional: mapas de tempo, sem cultura com fase
312b1b9074b7de31	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
3231ac0eae6a149d	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
34ab702df84d041a	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
36bad575b2d64cc7	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
45338b81e3b3d8cb	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
46d5d832909cd955	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
4c3884663d0fdac3	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
4d315416a229b3a2	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
579c6fa68d0bd898	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
59f890869f615b42	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
5a0232b6071d5679	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
6282c018d9d91acb	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
63430c6290ceed39	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
65f0479ab9f42cf4	NO		boletim agrometeorologico semanal ER: diario meteo sem cultura nem fase
6c4f3aa1a99f4d6c	NAO_SEI		Meteo Veneto mensal: soma termica para culturas (indicador de desenvolvimento), sem fase escrita
6f120b6d8c1e5968	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
76dfc54d77acacf4	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
77372804b86f3479	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
7f1395c45622030b	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
7f5856128d014f9a	NO		boletim agrometeorologico semanal ER: diario meteo sem cultura nem fase
7fcdf3e3a884992e	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
826c1d4960aa9cdf	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
85eea8b603406452	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
86b18401f8132cfc	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
8d4ff96a1387f2ee	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
9731022c6124f1dd	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
98769f390b34e392	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
9d7c9f8ffdcacca7	NO		boletim meteorologico diario ARIF: tempo sem cultura
9f62cce86dc3911c	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
a018e7f0dfdd9311	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
b2d2d49032c5189e	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
b4a74e8868a9eb4f	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
b6e1dc18c529b59c	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
bae6302de596f4c6	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
c395345b130618f4	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
c5c95e94cf24cbd3	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
cf73be2a5a6be425	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
d3052b933048008f	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
d6def57411e66c0e	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
d880146d6344a770	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
ddf0b4cb4cb59c4b	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
df6f2a717e665f49	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
e45eb1c115c2e479	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
eb29c67d6f83ba78	NO		boletim agrometeorologico semanal ER: diario meteo sem cultura nem fase
eb87d60ab10c7c5a	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
eba83c16cf8dab32	NO		boletim agrometeorologico semanal ER: diario meteo sem cultura nem fase
ec6423a33df512c7	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
ece748ebe0e8678a	NO		boletim agrometeorologico semanal ER: diario meteo sem cultura nem fase
f345c96844ea6cb6	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
fa893f6522849fe7	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
fce0cc8c80d93e79	YES		boletim por cultura com fase/estadio ou momento de defesa (lido)
