4c3884663d0fdac3	YES		boletim fitossanitario regional: fase fenologica, limiar, tratamento
5a0232b6071d5679	YES		monitorizacao da mosca da oliveira: infestacao por local e data, fase fenologica
1480770a83a63432	YES		boletim mosca das olivas APOL: fase, infestacao, meteo, tratamento
77facc3744450559	NO	REROUTE	cartografia de solos: solo sem momento de agir
461434a286bb3092	NO	REROUTE	barragem PNRR: agua, sem janela de cultura
eb29c67d6f83ba78	YES		boletim agrometeorologico semanal ER: diario meteo e disponibilidade hidrica
252ba5cbd90c52fe	YES		boletim ARPAV Agrometeo Informa: tempo + defesa por zona
36bad575b2d64cc7	YES		boletim ARPAV Agrometeo Informa: tempo + defesa por zona
45338b81e3b3d8cb	YES		boletim ARPAV Agrometeo Informa: tempo + defesa por zona
46d5d832909cd955	YES		boletim ARPAV Agrometeo Informa: tempo + defesa por zona
b2d2d49032c5189e	YES		boletim ARPAV Agrometeo Informa: tempo + defesa por zona
ba458458ae021458	NAO_SEI		pagina de boletim meteo sem o boletim (JS): tempo puro, texto nao liga a cultura
c395345b130618f4	YES		boletim ARPAV Agrometeo Informa: tempo + defesa por zona
d3052b933048008f	YES		boletim ARPAV Agrometeo Informa: tempo + defesa por zona
ddf0b4cb4cb59c4b	YES		boletim ARPAV Agrometeo Informa: tempo + defesa por zona
1afaaec333f3b1f6	NAO_SEI		tabela de chuva por estacao: tempo puro sem ligacao agricola escrita
9f25bf438531eb9a	NAO_SEI		tabela de chuva por estacao: tempo puro sem ligacao agricola escrita
c06bcd278ffc629b	NO	REROUTE	neve/alteracoes climaticas na montanha, sem cultura
2b40b00f2325665c	NO	REROUTE	solo contaminado industrial
8e8537a73689a4c9	NO	REROUTE	descricao da rede de estacoes (instrumentos)
ede1828915547b67	NO	REROUTE	mapas de sitio contaminado
0fb6ea9aba46d8a3	NO		brochura institucional de associacao
fcdfe7c6d48508e3	NAO_SEI		verao de calor recorde: tempo puro sem ligacao agricola escrita
4a770e3f7ce7d64d	NO		indice de normas ANBI
beaaef3b1b59e204	NO	REROUTE	politica de consorcios de rega (audicao no Senado): agua, sem janela
c3ed5490c138a7d4	NO		indice de normas ANBI
10ac2fefc5ab903a	NAO_SEI		dados meteo 24h: tempo puro
1b5340ed1ecb8ac9	NAO_SEI		previsao meteorologica oficial: tempo puro
a9aff5416255a6e4	NAO_SEI		eventos intensos: tempo puro
76dfc54d77acacf4	YES		notiziario agrometeorologico e fitossanitario
312b1b9074b7de31	YES		comunicado fitossanitario regional Molise
eba83c16cf8dab32	YES		boletim agrometeorologico semanal ER
9d7c9f8ffdcacca7	YES		boletim meteorologico diario ARIF com fenologia
05f3385b524f1c1c	YES		boletim de defesa integrada FEM
7f1395c45622030b	YES		boletim fitossanitario vinha: meteo, fase, tratamento
fa893f6522849fe7	YES		balanco fitossanitario da campanha do olival (retrospectivo)
f345c96844ea6cb6	YES		boletim mosca da oliveira por zona: fase fenologica, limiar
b4a74e8868a9eb4f	YES		boletim mosca das olivas APOL (outra captura)
6f120b6d8c1e5968	YES		notiziario agrometeorologico ARIF n35
77372804b86f3479	YES		boletim fitossanitario Campania
65f0479ab9f42cf4	YES		boletim agrometeorologico semanal ER n34
ec6423a33df512c7	YES		boletim fitossanitario Campania NA
10a5cea6162cf39e	YES		boletim fitossanitario olival Veneto: fenologia, tratamento
26f39b6ad3d6ac13	NAO_SEI		decreto de luta obrigatoria (data regulatoria != janela)
8f624d11970ee252	NAO_SEI		Meteo Veneto: tempo puro sem cultura
6c4f3aa1a99f4d6c	YES		Meteo Veneto mensal com somas termicas para culturas (fruticolas, tomate, olivo)
df6f2a717e665f49	YES		boletim fitossanitario vinha n20
3231ac0eae6a149d	YES		boletim fitossanitario Campania AV
cf73be2a5a6be425	YES		boletim mosca da oliveira Tuscia
e45eb1c115c2e479	YES		balanco fitossanitario olival Marche
c5c95e94cf24cbd3	YES		boletim fruticolas Veneto: temperaturas, tratamentos
59f890869f615b42	YES		boletim fitossanitario Campania NA 26-08
28d46da9430796a6	YES		boletim agrometeorologico regional
0b059ed7cf55ab1d	YES		boletim mosca da oliveira Sabina
14d750e512c11049	NO		registo de produtos fitossanitarios (T4)
1261b230914353e5	YES		boletim mosca da oliveira planicie viterbese
d6def57411e66c0e	YES		boletim olival Veneto n29: invaiatura
24e4693c261b30d7	YES		boletim FEM n24
bae6302de596f4c6	YES		nota tecnica flavescencia dourada: momento dos tratamentos
9731022c6124f1dd	YES		boletim fitossanitario Campania BN
014e05f180ec3c72	NAO_SEI		manual de producao integrada do ano: orienta mas nao diz o momento
34ab702df84d041a	YES		boletim mosca da oliveira litoral viterbese
4d315416a229b3a2	YES		boletim fitossanitario Campania CE
826c1d4960aa9cdf	YES		boletim FEM n25
86b18401f8132cfc	YES		boletim FEM n22
0079cd71769ff765	YES		boletim horticolas Veneto: tomate de industria, tratamentos
